user_id,reward,success
8,1544.2756029136688,True
9,1458.0104826276763,True
10,1251.9906230068757,True
11,838.7316911172543,True
44,828.0358803481464,True
47,628.6453352006471,True
46,624.2269952289516,True
45,542.0099241104353,True
56,925.7129260724004,True
57,782.0916349031173,True
58,693.0089420102103,True
59,418.4197937802083,True
23,844.8362670183303,True
22,561.908959369333,True
21,612.1564351610124,True
20,443.5981708940194,True
55,627.3039450153564,True
54,525.2272872695185,True
52,329.2285009840069,True
53,426.41964614233916,True
38,632.9010753347353,True
37,411.47010667930186,True
36,478.0765012220684,True
39,295.8141521345047,True
35,531.8075739146498,True
34,484.9676232030919,True
33,338.6523077220353,True
32,314.62129119138666,True
98,395.49313958004427,True
99,191.04387888076474,True
97,362.7445330123926,True
96,255.31659025795267,True
75,330.5312821291423,True
73,381.2195815303322,True
72,203.90660480278663,True
74,320.8450940085985,True
87,,False
86,,False
84,,False
85,,False
71,,False
69,,False
68,,False
70,,False
29,466.2309800002152,True
28,316.7622711842708,True
31,292.7188652329691,True
30,307.1648636486308,True
60,908.3809443018288,True
62,701.4954020671387,True
61,594.1413144773285,True
63,651.0784822125248,True
67,455.9305242424464,True
66,390.41713240918824,True
65,508.71406765264413,True
64,335.47552175432713,True
0,424.61083259263887,True
1,330.4703374950645,True
2,356.7374225557277,True
3,274.811555913998,True
24,832.0351861991768,True
27,325.70951143801403,True
26,306.6742770925913,True
25,244.96432625600895,True
50,400.7129546870796,True
51,566.7269709406537,True
49,551.8366412538614,True
48,413.62309818589716,True
43,654.6845153124294,True
42,384.0290108918146,True
40,336.7104689522852,True
41,375.2056881009652,True
83,406.67382624248415,True
82,308.6379007073302,True
81,324.5965105182926,True
80,224.10338669997304,True
19,684.9883350619912,True
18,605.7518004081016,True
17,503.92477045143795,True
16,432.4279493769367,True
4,546.8110453516313,True
7,467.13195658184725,True
6,410.61106059731105,True
5,314.39797609101765,True
93,638.9993502477729,True
92,624.3871925271006,True
95,520.4490921067057,True
94,287.40228518376216,True
15,407.4847805119725,True
14,351.21747184183425,True
13,295.82392813616553,True
12,362.1607243485729,True
89,376.48612934321596,True
90,322.0593732212325,True
91,238.0040390659683,True
88,263.54803873264166,True
77,414.89408860003687,True
79,411.8053807023951,True
76,305.1816126765511,True
78,257.88686362007866,True
