timestamp,method,W,alpha,elapsed_sec,num_users,num_time_slots
2025-09-23T06:17:33,dp,3,1.0,170.115062,100,40
2025-09-23T06:27:14,dp,3,1.0,174.784731,100,40
2025-09-23T06:38:05,hungarian,3,1.0,59.083796,100,40
2025-09-23T06:41:24,greedy,3,1.0,177.060667,100,40
