user_id,reward,success
8,1342.8981335308488,True
9,1246.959483819558,True
10,1057.6139598655375,True
11,813.3275393088832,True
44,726.5922179622304,True
47,638.4419598648374,True
46,791.7515801239342,True
45,690.5249022908115,True
56,642.8426907573596,True
57,540.92484602764,True
58,556.4425620780883,True
59,445.93440952641896,True
23,610.7935557447324,True
22,555.5275085248038,True
21,554.0905958160238,True
20,492.3103154281737,True
55,552.7066948065103,True
54,520.1261849948473,True
52,412.9241313006953,True
53,442.9585092126829,True
38,504.8184851525525,True
37,380.2409968024761,True
36,232.13687816928817,True
39,304.9448938308739,True
35,170.9277457667,True
34,,False
33,,False
32,,False
98,,False
99,,False
97,,False
96,,False
75,481.97910872207075,True
73,629.9067042663146,True
72,452.19256726642186,True
74,538.4314469552476,True
87,723.0723268403531,True
86,681.3573181390234,True
84,448.33042677158096,True
85,596.4805680786088,True
71,688.1843052487136,True
69,514.238832086053,True
68,328.09722350996316,True
70,399.9781654722711,True
29,540.4330290627665,True
28,379.52080740462696,True
31,334.9250400377358,True
30,338.0266606006474,True
60,516.9834040354561,True
62,360.48008801184176,True
61,327.3132699073908,True
63,430.22883701475945,True
67,344.5479914340906,True
66,323.74945916264454,True
65,445.4976040461938,True
64,303.1571957555978,True
0,260.01496821680496,True
1,234.00812332345907,True
2,310.24668179743634,True
3,220.35204456179898,True
24,508.26942771911126,True
27,256.56114021340255,True
26,352.89817858309806,True
25,209.72446641261604,True
50,291.5047642987006,True
51,443.3643771475778,True
49,405.2043891003444,True
48,364.0708990281388,True
43,377.0606938417011,True
42,281.48659551378773,True
40,253.57603105462562,True
41,298.5650464854262,True
83,266.54471605468586,True
82,235.282411304742,True
81,379.22663340128287,True
80,204.0735669163406,True
19,587.3512088333277,True
18,553.0896126644863,True
17,428.5356722423659,True
16,370.9505343141407,True
4,317.503412342319,True
7,305.1027038477415,True
6,275.7507650110882,True
5,349.4656872142551,True
93,376.7226281237023,True
92,470.57334277677023,True
95,403.9717453757288,True
94,260.0301191187236,True
15,329.5004008411143,True
14,271.8632653278472,True
13,254.89352694822662,True
12,380.80342566423786,True
89,306.02911922596235,True
90,294.48154759579916,True
91,271.6687891459011,True
88,280.4976791783392,True
77,262.25137350166636,True
79,350.152675266426,True
76,308.0168383044201,True
78,282.34411417415765,True
